uniqueID,drugName,condition_clean,rating,sentiment_label,review_word_len
178925,Victoza,"Diabetes, Type 2",5,NEUTRAL,148
82602,Liraglutide,"Diabetes, Type 2",9,POSITIVE,49
136620,Byetta,"Diabetes, Type 2",10,POSITIVE,41
198476,Exenatide,"Diabetes, Type 2",10,POSITIVE,138
2023,Metformin,"Diabetes, Type 2",8,POSITIVE,42
201928,Sitagliptin,"Diabetes, Type 2",10,POSITIVE,58
178728,Victoza,"Diabetes, Type 2",8,POSITIVE,126
82246,Liraglutide,"Diabetes, Type 2",10,POSITIVE,131
178848,Victoza,"Diabetes, Type 2",10,POSITIVE,54
82599,Liraglutide,"Diabetes, Type 2",9,POSITIVE,149
82465,Liraglutide,"Diabetes, Type 2",9,POSITIVE,58
156551,Dulaglutide,"Diabetes, Type 2",5,NEUTRAL,121
184714,Canagliflozin,"Diabetes, Type 2",1,NEGATIVE,36
156656,Dulaglutide,"Diabetes, Type 2",6,NEUTRAL,156
206533,Valsartan,High Blood Pressure,1,NEGATIVE,47
126377,Carvedilol,High Blood Pressure,6,NEUTRAL,147
120777,Norvasc,High Blood Pressure,1,NEGATIVE,111
194276,Nebivolol,High Blood Pressure,6,NEUTRAL,127
42292,Atenolol,High Blood Pressure,7,POSITIVE,115
126384,Carvedilol,High Blood Pressure,1,NEGATIVE,129
114070,Amlodipine,High Blood Pressure,5,NEUTRAL,27
159638,Hydrochlorothiazide / lisinopril,High Blood Pressure,4,NEGATIVE,49
32481,Lisinopril,High Blood Pressure,8,POSITIVE,53
113841,Amlodipine,High Blood Pressure,1,NEGATIVE,126
119916,Losartan,High Blood Pressure,1,NEGATIVE,137
32574,Lisinopril,High Blood Pressure,1,NEGATIVE,37
198180,Metoprolol,High Blood Pressure,8,POSITIVE,53
112752,Exforge,High Blood Pressure,6,NEUTRAL,32
196008,Hydralazine,High Blood Pressure,1,NEGATIVE,115
186859,Lopressor,High Blood Pressure,2,NEGATIVE,106
65073,Hydrochlorothiazide,High Blood Pressure,9,POSITIVE,137
119945,Losartan,High Blood Pressure,10,POSITIVE,146
86741,Amlodipine / benazepril,High Blood Pressure,3,NEGATIVE,25
119911,Losartan,High Blood Pressure,7,POSITIVE,135
25186,Diovan,High Blood Pressure,4,NEGATIVE,49
42321,Atenolol,High Blood Pressure,4,NEGATIVE,63
126406,Carvedilol,High Blood Pressure,2,NEGATIVE,78
10388,Spironolactone,High Blood Pressure,1,NEGATIVE,41
933,Metoprolol Tartrate,High Blood Pressure,10,POSITIVE,56
41666,Clonidine,High Blood Pressure,1,NEGATIVE,91
32421,Lisinopril,High Blood Pressure,10,POSITIVE,22
206527,Valsartan,High Blood Pressure,1,NEGATIVE,84
32584,Lisinopril,High Blood Pressure,6,NEUTRAL,61
119853,Losartan,High Blood Pressure,1,NEGATIVE,34
11362,Telmisartan,High Blood Pressure,10,POSITIVE,70
41833,Clonidine,High Blood Pressure,8,POSITIVE,86
32320,Lisinopril,High Blood Pressure,1,NEGATIVE,141
126417,Carvedilol,High Blood Pressure,1,NEGATIVE,24
42297,Atenolol,High Blood Pressure,10,POSITIVE,20
214825,Zestril,High Blood Pressure,9,POSITIVE,105
65204,Hydrochlorothiazide,High Blood Pressure,1,NEGATIVE,91
32302,Lisinopril,High Blood Pressure,9,POSITIVE,95
10480,Spironolactone,High Blood Pressure,8,POSITIVE,129
120005,Losartan,High Blood Pressure,7,POSITIVE,108
114143,Amlodipine,High Blood Pressure,5,NEUTRAL,25
133956,Hydrochlorothiazide / triamterene,High Blood Pressure,5,NEUTRAL,26
186745,Benicar,High Blood Pressure,4,NEGATIVE,28
70061,Tenex,High Blood Pressure,5,NEUTRAL,53
41808,Clonidine,High Blood Pressure,10,POSITIVE,39
120748,Norvasc,High Blood Pressure,1,NEGATIVE,113
41819,Clonidine,High Blood Pressure,1,NEGATIVE,36
34434,Bystolic,High Blood Pressure,1,NEGATIVE,56
186727,Benicar,High Blood Pressure,10,POSITIVE,68
197956,Metoprolol,High Blood Pressure,5,NEUTRAL,120
206522,Valsartan,High Blood Pressure,4,NEGATIVE,137
174464,Ziac,High Blood Pressure,1,NEGATIVE,57
119966,Losartan,High Blood Pressure,10,POSITIVE,33
65230,Bisoprolol / hydrochlorothiazide,High Blood Pressure,1,NEGATIVE,86
32267,Lisinopril,High Blood Pressure,2,NEGATIVE,136
32621,Lisinopril,High Blood Pressure,9,POSITIVE,25
17345,Toprol-XL,High Blood Pressure,5,NEUTRAL,53
25188,Diovan,High Blood Pressure,2,NEGATIVE,98
32418,Lisinopril,High Blood Pressure,1,NEGATIVE,34
119855,Losartan,High Blood Pressure,3,NEGATIVE,102
34356,Bystolic,High Blood Pressure,10,POSITIVE,49
58353,Benazepril,High Blood Pressure,7,POSITIVE,99
34444,Bystolic,High Blood Pressure,6,NEUTRAL,139
133923,Hydrochlorothiazide / triamterene,High Blood Pressure,10,POSITIVE,68
181875,Inderal,High Blood Pressure,1,NEGATIVE,20
194170,Nebivolol,High Blood Pressure,3,NEGATIVE,142
188996,Olmesartan,High Blood Pressure,10,POSITIVE,69
2674,Diltiazem,High Blood Pressure,2,NEGATIVE,111
113939,Amlodipine,High Blood Pressure,1,NEGATIVE,78
17378,Toprol-XL,High Blood Pressure,8,POSITIVE,23
18726,Hydrochlorothiazide / losartan,High Blood Pressure,1,NEGATIVE,29
42312,Atenolol,High Blood Pressure,10,POSITIVE,54
198185,Metoprolol,High Blood Pressure,1,NEGATIVE,34
189070,Olmesartan,High Blood Pressure,10,POSITIVE,42
32432,Lisinopril,High Blood Pressure,5,NEUTRAL,32
32285,Lisinopril,High Blood Pressure,1,NEGATIVE,121
198004,Metoprolol,High Blood Pressure,10,POSITIVE,35
196014,Hydralazine,High Blood Pressure,2,NEGATIVE,46
41602,Clonidine,High Blood Pressure,5,NEUTRAL,106
32366,Lisinopril,High Blood Pressure,10,POSITIVE,27
114014,Amlodipine,High Blood Pressure,3,NEGATIVE,75
34328,Bystolic,High Blood Pressure,7,POSITIVE,136
196006,Hydralazine,High Blood Pressure,2,NEGATIVE,53
208554,Amlodipine / olmesartan,High Blood Pressure,10,POSITIVE,27
206575,Valsartan,High Blood Pressure,1,NEGATIVE,64
38106,Aliskiren,High Blood Pressure,9,POSITIVE,29
136444,Prazosin,High Blood Pressure,5,NEUTRAL,33
62865,Cozaar,High Blood Pressure,2,NEGATIVE,68
76456,Azor,High Blood Pressure,5,NEUTRAL,42
186783,Benicar,High Blood Pressure,9,POSITIVE,57
32380,Lisinopril,High Blood Pressure,5,NEUTRAL,143
32290,Lisinopril,High Blood Pressure,8,POSITIVE,123
119951,Losartan,High Blood Pressure,2,NEGATIVE,40
114090,Amlodipine,High Blood Pressure,7,POSITIVE,27
32566,Lisinopril,High Blood Pressure,8,POSITIVE,27
32336,Lisinopril,High Blood Pressure,2,NEGATIVE,115
119864,Losartan,High Blood Pressure,9,POSITIVE,26
119999,Losartan,High Blood Pressure,7,POSITIVE,53
32375,Lisinopril,High Blood Pressure,8,POSITIVE,32
114100,Amlodipine,High Blood Pressure,10,POSITIVE,56
115734,Pravastatin,High Cholesterol,5,NEUTRAL,40
105139,Evolocumab,High Cholesterol,10,POSITIVE,130
53288,Ezetimibe,High Cholesterol,2,NEGATIVE,122
194390,Crestor,High Cholesterol,6,NEUTRAL,113
194377,Crestor,High Cholesterol,9,POSITIVE,127
190701,Zetia,High Cholesterol,10,POSITIVE,70
97700,Simvastatin,High Cholesterol,10,POSITIVE,24
80459,Fenofibric acid,High Cholesterol,5,NEUTRAL,31
46115,Repatha,High Cholesterol,10,POSITIVE,61
117230,Niacin / simvastatin,High Cholesterol,8,POSITIVE,58
216745,Rosuvastatin,High Cholesterol,3,NEGATIVE,114
209553,Praluent,High Cholesterol,10,POSITIVE,101
97707,Simvastatin,High Cholesterol,1,NEGATIVE,129
97752,Simvastatin,High Cholesterol,2,NEGATIVE,62
229309,Red yeast rice,High Cholesterol,10,POSITIVE,55
97743,Simvastatin,High Cholesterol,1,NEGATIVE,70
58617,Niacin,High Cholesterol,9,POSITIVE,67
58625,Niacin,High Cholesterol,1,NEGATIVE,75
10961,Welchol,High Cholesterol,1,NEGATIVE,60
105136,Evolocumab,High Cholesterol,5,NEUTRAL,83
78932,Livalo,High Cholesterol,5,NEUTRAL,92
54304,Slo-Niacin,High Cholesterol,10,POSITIVE,119
194442,Crestor,High Cholesterol,1,NEGATIVE,48
42020,Simcor,High Cholesterol,6,NEUTRAL,34
78936,Livalo,High Cholesterol,10,POSITIVE,43
97720,Simvastatin,High Cholesterol,3,NEGATIVE,118
190706,Zetia,High Cholesterol,7,POSITIVE,23
216736,Rosuvastatin,High Cholesterol,10,POSITIVE,29
209552,Praluent,High Cholesterol,1,NEGATIVE,122
216742,Rosuvastatin,High Cholesterol,10,POSITIVE,146
76068,Ezetimibe / simvastatin,High Cholesterol,10,POSITIVE,55
97690,Simvastatin,High Cholesterol,1,NEGATIVE,69
97705,Simvastatin,High Cholesterol,5,NEUTRAL,44
115725,Pravastatin,High Cholesterol,4,NEGATIVE,43
115730,Pravastatin,High Cholesterol,5,NEUTRAL,82
190694,Zetia,High Cholesterol,1,NEGATIVE,30
194514,Atorvastatin,High Cholesterol,1,NEGATIVE,63
58591,Niacin,High Cholesterol,10,POSITIVE,79
105137,Evolocumab,High Cholesterol,9,POSITIVE,65
97750,Simvastatin,High Cholesterol,1,NEGATIVE,22
194482,Atorvastatin,High Cholesterol,10,POSITIVE,71
21616,Pitavastatin,High Cholesterol,3,NEGATIVE,125
194566,Atorvastatin,High Cholesterol,1,NEGATIVE,40
10944,Welchol,High Cholesterol,5,NEUTRAL,30
194440,Crestor,High Cholesterol,10,POSITIVE,52
190700,Zetia,High Cholesterol,1,NEGATIVE,37
194570,Atorvastatin,High Cholesterol,8,POSITIVE,25
58608,Niacin,High Cholesterol,4,NEGATIVE,100
21658,Pitavastatin,High Cholesterol,10,POSITIVE,66
209550,Praluent,High Cholesterol,9,POSITIVE,117
53265,Ezetimibe,High Cholesterol,9,POSITIVE,26
216759,Rosuvastatin,High Cholesterol,9,POSITIVE,33
25003,Lipitor,High Cholesterol,1,NEGATIVE,128
10752,Gemfibrozil,High Cholesterol,9,POSITIVE,128
216768,Rosuvastatin,High Cholesterol,10,POSITIVE,85
194454,Atorvastatin,High Cholesterol,1,NEGATIVE,39
21623,Pitavastatin,High Cholesterol,8,POSITIVE,107
78921,Livalo,High Cholesterol,9,POSITIVE,104
194546,Atorvastatin,High Cholesterol,5,NEUTRAL,41
194396,Crestor,High Cholesterol,3,NEGATIVE,78
115727,Pravastatin,High Cholesterol,5,NEUTRAL,74
194371,Crestor,High Cholesterol,1,NEGATIVE,132
58612,Niacin,High Cholesterol,6,NEUTRAL,48
194574,Atorvastatin,High Cholesterol,7,POSITIVE,35
97670,Simvastatin,High Cholesterol,8,POSITIVE,23
194510,Atorvastatin,High Cholesterol,7,POSITIVE,134
105127,Evolocumab,High Cholesterol,10,POSITIVE,138
97687,Simvastatin,High Cholesterol,4,NEGATIVE,38
194535,Atorvastatin,High Cholesterol,10,POSITIVE,24
160066,Alirocumab,High Cholesterol,1,NEGATIVE,121
58593,Niacin,High Cholesterol,9,POSITIVE,65
97703,Simvastatin,High Cholesterol,1,NEGATIVE,154
191180,Niaspan,High Cholesterol,5,NEUTRAL,54
194497,Atorvastatin,High Cholesterol,10,POSITIVE,40
97702,Simvastatin,High Cholesterol,1,NEGATIVE,106
97742,Simvastatin,High Cholesterol,9,POSITIVE,78
53254,Ezetimibe,High Cholesterol,9,POSITIVE,80
78940,Livalo,High Cholesterol,10,POSITIVE,87
53278,Ezetimibe,High Cholesterol,1,NEGATIVE,124
97672,Simvastatin,High Cholesterol,5,NEUTRAL,37
21671,Pitavastatin,High Cholesterol,9,POSITIVE,107
194498,Atorvastatin,High Cholesterol,9,POSITIVE,53
115719,Pravastatin,High Cholesterol,4,NEGATIVE,132
194573,Atorvastatin,High Cholesterol,1,NEGATIVE,61
46149,Repatha,High Cholesterol,10,POSITIVE,76
194399,Crestor,High Cholesterol,10,POSITIVE,48
97686,Simvastatin,High Cholesterol,5,NEUTRAL,107
194530,Atorvastatin,High Cholesterol,1,NEGATIVE,52
190684,Zetia,High Cholesterol,5,NEUTRAL,139
78918,Livalo,High Cholesterol,9,POSITIVE,147
10755,Gemfibrozil,High Cholesterol,9,POSITIVE,137
53271,Ezetimibe,High Cholesterol,3,NEGATIVE,38
97737,Simvastatin,High Cholesterol,3,NEGATIVE,98
190699,Zetia,High Cholesterol,1,NEGATIVE,36
97713,Simvastatin,High Cholesterol,9,POSITIVE,22
53270,Ezetimibe,High Cholesterol,2,NEGATIVE,68
194486,Atorvastatin,High Cholesterol,3,NEGATIVE,117
58620,Niacin,High Cholesterol,6,NEUTRAL,92
97673,Simvastatin,High Cholesterol,1,NEGATIVE,28
21613,Pitavastatin,High Cholesterol,1,NEGATIVE,85
208955,Belsomra,Insomnia,8,POSITIVE,127
114225,Somnote,Insomnia,9,POSITIVE,36
170517,Quetiapine,Insomnia,10,POSITIVE,80
99262,Doxylamine,Insomnia,2,NEGATIVE,132
170245,Quetiapine,Insomnia,4,NEGATIVE,108
187339,Chloral hydrate,Insomnia,1,NEGATIVE,96
170195,Quetiapine,Insomnia,8,POSITIVE,22
127116,Melatonin,Insomnia,7,POSITIVE,25
231819,Trazodone,Insomnia,3,NEGATIVE,100
231528,Trazodone,Insomnia,4,NEGATIVE,65
231900,Trazodone,Insomnia,10,POSITIVE,40
170456,Quetiapine,Insomnia,10,POSITIVE,145
127118,Melatonin,Insomnia,10,POSITIVE,123
203950,Suvorexant,Insomnia,9,POSITIVE,135
21436,Zaleplon,Insomnia,10,POSITIVE,36
231644,Trazodone,Insomnia,9,POSITIVE,108
231357,Trazodone,Insomnia,10,POSITIVE,134
208936,Belsomra,Insomnia,1,NEGATIVE,111
8329,Zolpidem,Insomnia,8,POSITIVE,89
176159,Lorazepam,Insomnia,9,POSITIVE,38
16884,Unisom SleepTabs,Insomnia,3,NEGATIVE,85
170592,Quetiapine,Insomnia,10,POSITIVE,97
97164,Ambien,Insomnia,8,POSITIVE,54
220347,Amitriptyline,Insomnia,7,POSITIVE,58
99220,Doxylamine,Insomnia,10,POSITIVE,48
8475,Zolpidem,Insomnia,8,POSITIVE,49
220594,Amitriptyline,Insomnia,9,POSITIVE,135
161515,Diphenhydramine,Insomnia,5,NEUTRAL,124
163591,Mirtazapine,Insomnia,10,POSITIVE,77
170727,Quetiapine,Insomnia,10,POSITIVE,22
231258,Trazodone,Insomnia,9,POSITIVE,151
95520,Acetaminophen / diphenhydramine,Insomnia,9,POSITIVE,72
161357,Diphenhydramine,Insomnia,10,POSITIVE,111
231409,Trazodone,Insomnia,7,POSITIVE,140
161441,Diphenhydramine,Insomnia,1,NEGATIVE,31
231439,Trazodone,Insomnia,1,NEGATIVE,85
222169,Rozerem,Insomnia,8,POSITIVE,30
220236,Amitriptyline,Insomnia,8,POSITIVE,38
119775,Ambien CR,Insomnia,4,NEGATIVE,85
203951,Suvorexant,Insomnia,2,NEGATIVE,137
220508,Amitriptyline,Insomnia,5,NEUTRAL,68
208928,Belsomra,Insomnia,3,NEGATIVE,116
231588,Trazodone,Insomnia,8,POSITIVE,132
172388,Clonazepam,Insomnia,1,NEGATIVE,146
231532,Trazodone,Insomnia,1,NEGATIVE,64
231443,Trazodone,Insomnia,2,NEGATIVE,94
127127,Melatonin,Insomnia,10,POSITIVE,26
112617,Lunesta,Insomnia,5,NEUTRAL,107
112711,Lunesta,Insomnia,8,POSITIVE,87
208990,Belsomra,Insomnia,1,NEGATIVE,65
231740,Trazodone,Insomnia,9,POSITIVE,76
127309,Melatonin,Insomnia,4,NEGATIVE,43
219964,Amitriptyline,Insomnia,10,POSITIVE,111
97268,Ambien,Insomnia,8,POSITIVE,63
8273,Zolpidem,Insomnia,3,NEGATIVE,101
176381,Lorazepam,Insomnia,10,POSITIVE,68
8256,Zolpidem,Insomnia,8,POSITIVE,135
222168,Rozerem,Insomnia,1,NEGATIVE,36
8809,Zolpidem,Insomnia,2,NEGATIVE,28
66886,Seroquel,Insomnia,9,POSITIVE,147
231745,Trazodone,Insomnia,8,POSITIVE,81
132669,Doxepin,Insomnia,10,POSITIVE,28
163580,Mirtazapine,Insomnia,9,POSITIVE,49
208999,Belsomra,Insomnia,1,NEGATIVE,108
231680,Trazodone,Insomnia,10,POSITIVE,43
112652,Lunesta,Insomnia,10,POSITIVE,23
8216,Zolpidem,Insomnia,10,POSITIVE,29
132537,Doxepin,Insomnia,1,NEGATIVE,103
112526,Lunesta,Insomnia,1,NEGATIVE,144
232050,Trazodone,Insomnia,6,NEUTRAL,53
231755,Trazodone,Insomnia,9,POSITIVE,117
97125,Ambien,Insomnia,10,POSITIVE,146
112579,Lunesta,Insomnia,9,POSITIVE,60
195047,Restoril,Insomnia,10,POSITIVE,29
203895,Suvorexant,Insomnia,1,NEGATIVE,148
97094,Ambien,Insomnia,10,POSITIVE,83
8476,Zolpidem,Insomnia,10,POSITIVE,46
223559,Sonata,Insomnia,9,POSITIVE,136
8672,Zolpidem,Insomnia,8,POSITIVE,112
75801,Temazepam,Insomnia,2,NEGATIVE,31
231978,Trazodone,Insomnia,2,NEGATIVE,110
96828,Ambien,Insomnia,3,NEGATIVE,140
8274,Zolpidem,Insomnia,9,POSITIVE,39
8488,Zolpidem,Insomnia,7,POSITIVE,129
127125,Melatonin,Insomnia,7,POSITIVE,81
75756,Temazepam,Insomnia,6,NEUTRAL,101
132583,Doxepin,Insomnia,10,POSITIVE,56
170338,Quetiapine,Insomnia,10,POSITIVE,31
21370,Zaleplon,Insomnia,7,POSITIVE,143
229909,Flurazepam,Insomnia,6,NEUTRAL,26
8612,Zolpidem,Insomnia,10,POSITIVE,76
127157,Melatonin,Insomnia,9,POSITIVE,82
176858,Triazolam,Insomnia,1,NEGATIVE,43
99224,Doxylamine,Insomnia,1,NEGATIVE,111
176698,Lorazepam,Insomnia,6,NEUTRAL,44
231501,Trazodone,Insomnia,1,NEGATIVE,100
203987,Suvorexant,Insomnia,10,POSITIVE,68
50791,Gabapentin,Insomnia,10,POSITIVE,57
21357,Zaleplon,Insomnia,10,POSITIVE,52
97202,Ambien,Insomnia,9,POSITIVE,92
